"","Gene_ID","n_SNPs","n_in_exons","n_introns","n_upstream","n_downstream","n_nonsynonymous","n_synonymous","n_modifer","n_low_impact","n_mod_impact","n_high_impact","effects","max_upstream_dist","min_upstream_dist","CHROM","n_in_gene","gene_length","gene_length_kb","n_in_gene_per_kb","up_to_in_ratio","up_to_in_per_kb_ratio","In_sigs","n_in_gene_per_kb_tf"
"2859","YIL106W",5,5,0,0,0,4,0,0,1,4,0,"missense_variant;stop_retained_variant",NA,NA,"IX",5,1030,1.03,4.85436893203883,0,0,FALSE,2.20326324619616
"2860","YIL107C",19,11,0,8,0,4,7,8,7,4,0,"missense_variant;synonymous_variant;upstream_gene_variant",749,313,"IX",11,2484,2.484,4.42834138486312,0.727272727272727,1.80654545454545,FALSE,2.10436246518111
"2861","YIL108W",10,10,0,0,0,0,10,0,10,0,0,"synonymous_variant",NA,NA,"IX",10,2091,2.091,4.78240076518412,0,0,FALSE,2.18687008420348
"2862","YIL109C",22,14,0,8,0,1,13,8,13,1,0,"synonymous_variant;missense_variant;upstream_gene_variant",715,5,"IX",14,2781,2.781,5.0341603739662,0.571428571428571,1.58914285714286,FALSE,2.243693467024
"2863","YIL110W",12,7,0,5,0,4,3,5,3,4,0,"upstream_gene_variant;missense_variant;synonymous_variant",775,16,"IX",7,1134,1.134,6.17283950617284,0.714285714285714,0.81,FALSE,2.48451997499977
"2864","YIL111W",9,6,0,3,0,4,0,3,0,4,2,"upstream_gene_variant;missense_variant;stop_gained",206,22,"IX",6,544,0.544,11.0294117647059,0.5,0.272,FALSE,3.32105582077536
"2865","YIL112W",26,26,0,0,0,14,12,0,12,14,0,"missense_variant;synonymous_variant",NA,NA,"IX",26,3252,3.252,7.99507995079951,0,0,FALSE,2.82755724094129
"2866","YIL113W",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"IX",3,630,0.63,4.76190476190476,0,0,FALSE,2.18217890235992
"2867","YIL114C",10,10,0,0,0,4,6,0,6,4,0,"missense_variant;synonymous_variant",NA,NA,"IX",10,846,0.846,11.8203309692671,0,0,FALSE,3.43807082086264
"2868","YIL115C",42,35,0,7,0,20,15,7,15,20,0,"missense_variant;synonymous_variant;upstream_gene_variant",413,125,"IX",35,4383,4.383,7.9853981291353,0.2,0.8766,FALSE,2.82584467533785
"2869","YIL115W-A",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"IX",3,NA,NA,NA,0,NA,FALSE,NA
"2870","YIL116W",5,5,0,0,0,1,4,0,4,1,0,"synonymous_variant;missense_variant",NA,NA,"IX",5,1158,1.158,4.31778929188256,0,0,FALSE,2.07792908730846
"2871","YIL117C",13,13,0,0,0,8,5,0,5,8,0,"missense_variant;synonymous_variant",NA,NA,"IX",13,957,0.957,13.5841170323929,0,0,FALSE,3.68566371667206
"2872","YIL118W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"IX",1,696,0.696,1.4367816091954,0,0,FALSE,1.19865825371346
"2873","YIL119C",33,15,0,18,0,9,6,18,6,9,0,"synonymous_variant;missense_variant;upstream_gene_variant",915,52,"IX",15,1224,1.224,12.2549019607843,1.2,1.4688,FALSE,3.50070021007002
"2874","YIL120W",17,16,0,1,0,8,8,1,8,8,0,"upstream_gene_variant;synonymous_variant;missense_variant",137,137,"IX",16,1692,1.692,9.45626477541371,0.0625,0.10575,FALSE,3.07510402676295
"2875","YIL121W",25,17,0,8,0,2,14,8,14,2,1,"upstream_gene_variant;missense_variant;synonymous_variant;stop_lost&splice_region_variant",541,93,"IX",17,1629,1.629,10.4358502148557,0.470588235294118,0.766588235294118,FALSE,3.23045665732505
"2876","YIL122W",30,15,0,15,0,4,11,15,11,4,0,"upstream_gene_variant;missense_variant;synonymous_variant",826,24,"IX",15,1056,1.056,14.2045454545455,1,1.056,FALSE,3.76889180722205
"2877","YIL123W",10,3,0,7,0,1,2,7,2,1,0,"upstream_gene_variant;missense_variant;synonymous_variant",730,283,"IX",3,1431,1.431,2.09643605870021,2.33333333333333,3.339,FALSE,1.4479074758769
"2878","YIL124W",13,5,0,8,0,1,4,8,4,1,0,"upstream_gene_variant;synonymous_variant;missense_variant",368,13,"IX",5,894,0.894,5.59284116331096,1.6,1.4304,FALSE,2.36491884920201
"2879","YIL125W",12,12,0,0,0,5,7,0,7,5,0,"missense_variant;synonymous_variant",NA,NA,"IX",12,3045,3.045,3.94088669950739,0,0,FALSE,1.98516666794186
"2880","YIL126W",16,16,0,0,0,10,6,0,6,10,0,"missense_variant;synonymous_variant",NA,NA,"IX",16,4080,4.08,3.92156862745098,0,0,FALSE,1.98029508595335
"2881","YIL127C",6,6,0,0,0,3,3,0,3,3,0,"missense_variant;synonymous_variant",NA,NA,"IX",6,621,0.621,9.66183574879227,0,0,FALSE,3.10834936080105
"2882","YIL128W",29,29,0,0,0,13,16,0,16,13,0,"synonymous_variant;missense_variant",NA,NA,"IX",29,3099,3.099,9.35785737334624,0,0,FALSE,3.05906151839845
"2883","YIL129C",39,33,0,6,0,10,23,6,23,10,0,"synonymous_variant;missense_variant;upstream_gene_variant",562,280,"IX",33,7131,7.131,4.62768195204039,0.181818181818182,1.29654545454545,FALSE,2.15120476757569
"2884","YIL130W",25,25,0,0,0,9,16,0,16,9,0,"synonymous_variant;missense_variant",NA,NA,"IX",25,2895,2.895,8.63557858376511,0,0,FALSE,2.93863549692117
"2885","YIL131C",17,17,0,0,0,4,13,0,13,4,0,"synonymous_variant;missense_variant",NA,NA,"IX",17,1455,1.455,11.6838487972509,0,0,FALSE,3.41816453630466
"2886","YIL132C",5,5,0,0,0,3,2,0,2,3,0,"synonymous_variant;missense_variant",NA,NA,"IX",5,642,0.642,7.78816199376947,0,0,FALSE,2.79072786092974
"2887","YIL133C",6,6,0,0,0,2,2,0,2,2,2,"missense_variant;synonymous_variant;stop_lost",NA,NA,"IX",6,890,0.89,6.74157303370786,0,0,FALSE,2.59645393444749
"2888","YIL134W",11,11,0,0,0,3,8,0,8,3,0,"synonymous_variant;missense_variant",NA,NA,"IX",11,936,0.936,11.7521367521368,0,0,FALSE,3.42813896336434
"2889","YIL135C",4,4,0,0,0,3,1,0,1,3,0,"missense_variant;synonymous_variant",NA,NA,"IX",4,1311,1.311,3.0511060259344,0,0,FALSE,1.74674154525917
"2890","YIL136W",10,10,0,0,0,1,9,0,9,1,0,"synonymous_variant;missense_variant",NA,NA,"IX",10,1182,1.182,8.46023688663283,0,0,FALSE,2.90864863581575
"2891","YIL137C",30,30,0,0,0,9,21,0,21,9,0,"synonymous_variant;missense_variant",NA,NA,"IX",30,2841,2.841,10.5596620908131,0,0,FALSE,3.24956336925641
"2892","YIL138C",6,6,0,0,0,1,5,0,5,1,0,"synonymous_variant;missense_variant",NA,NA,"IX",6,486,0.486,12.3456790123457,0,0,FALSE,3.51364184463153
"2893","YIL139C",7,3,0,4,0,2,1,4,1,2,0,"missense_variant;synonymous_variant;upstream_gene_variant",463,70,"IX",3,738,0.738,4.0650406504065,1.33333333333333,0.984,FALSE,2.01619459636378
"2894","YIL140W",22,22,0,0,0,6,16,0,16,6,0,"synonymous_variant;missense_variant",NA,NA,"IX",22,2472,2.472,8.89967637540453,0,0,FALSE,2.98323253793675
"2895","YIL141W",3,3,0,0,0,3,0,0,0,3,0,"missense_variant",NA,NA,"IX",3,NA,NA,NA,0,NA,FALSE,NA
"2896","YIL142C-A",2,2,0,0,0,1,1,0,1,1,0,"missense_variant;synonymous_variant",NA,NA,"IX",2,NA,NA,NA,0,NA,FALSE,NA
"2897","YIL142W",7,7,0,0,0,1,6,0,6,1,0,"synonymous_variant;missense_variant",NA,NA,"IX",7,1584,1.584,4.41919191919192,0,0,FALSE,2.1021874129563
"2898","YIL143C",22,16,0,6,0,2,14,6,14,2,0,"synonymous_variant;missense_variant;upstream_gene_variant",63,20,"IX",16,2532,2.532,6.31911532385466,0.375,0.9495,FALSE,2.51378505919951
"2899","YIL144W",16,16,0,0,0,3,13,0,13,3,0,"synonymous_variant;missense_variant",NA,NA,"IX",16,2076,2.076,7.70712909441233,0,0,FALSE,2.77617166155343
"2900","YIL145C",6,6,0,0,0,0,6,0,6,0,0,"synonymous_variant",NA,NA,"IX",6,930,0.93,6.45161290322581,0,0,FALSE,2.54000254000381
"2901","YIL146C",14,14,0,0,0,2,12,0,12,2,0,"synonymous_variant;missense_variant",NA,NA,"IX",14,1590,1.59,8.80503144654088,0,0,FALSE,2.96732732379508
"2902","YIL147C",74,65,0,9,0,28,37,9,37,28,0,"synonymous_variant;missense_variant;upstream_gene_variant",702,205,"IX",65,3663,3.663,17.7450177450177,0.138461538461538,0.507184615384615,FALSE,4.21248356020742
"2903","YIL148W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"IX",1,821,0.821,1.21802679658953,0,0,FALSE,1.10364251304013
"2904","YIL149C",82,54,0,28,0,23,31,28,31,23,0,"synonymous_variant;missense_variant;upstream_gene_variant",997,5,"IX",54,5040,5.04,10.7142857142857,0.518518518518518,2.61333333333333,FALSE,3.27326835353989
"2905","YIL150C",9,9,0,0,0,3,6,0,6,3,0,"synonymous_variant;missense_variant",NA,NA,"IX",9,1716,1.716,5.24475524475525,0,0,FALSE,2.29014306207172
"2906","YIL151C",26,24,0,2,0,5,19,2,19,5,0,"missense_variant;synonymous_variant;upstream_gene_variant",185,150,"IX",24,3357,3.357,7.14924039320822,0.0833333333333333,0.27975,FALSE,2.67380634923478
"2907","YIL152W",4,4,0,0,0,1,3,0,3,1,0,"synonymous_variant;missense_variant",NA,NA,"IX",4,708,0.708,5.64971751412429,0,0,FALSE,2.37691344270764
"2908","YIL153W",12,12,0,0,0,3,9,0,9,3,0,"synonymous_variant;missense_variant",NA,NA,"IX",12,1182,1.182,10.1522842639594,0,0,FALSE,3.18626493938583
"2909","YIL154C",4,4,0,0,0,1,3,0,3,1,0,"synonymous_variant;missense_variant",NA,NA,"IX",4,1041,1.041,3.84245917387128,0,0,FALSE,1.96021916475461
"2910","YIL155C",16,11,0,5,0,1,10,5,10,1,0,"synonymous_variant;missense_variant;upstream_gene_variant",257,9,"IX",11,1950,1.95,5.64102564102564,0.454545454545455,0.886363636363636,FALSE,2.37508434398142
"2911","YIL156W",21,21,0,0,0,3,18,0,18,3,0,"synonymous_variant;missense_variant",NA,NA,"IX",21,3216,3.216,6.52985074626866,0,0,FALSE,2.55535726391999
"2912","YIL156W-A",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"IX",1,NA,NA,NA,0,NA,FALSE,NA
"2913","YIL156W-B",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"IX",3,284,0.284,10.5633802816901,0,0,FALSE,3.2501354251308
"2914","YIL157C",6,6,0,0,0,1,5,0,5,1,0,"synonymous_variant;missense_variant",NA,NA,"IX",6,594,0.594,10.1010101010101,0,0,FALSE,3.17820863081864
"2915","YIL158W",7,7,0,0,0,5,2,0,2,5,0,"missense_variant;synonymous_variant",NA,NA,"IX",7,615,0.615,11.3821138211382,0,0,FALSE,3.37373884898316
"2916","YIL159W",38,38,0,0,0,11,27,0,27,11,0,"missense_variant;synonymous_variant",NA,NA,"IX",38,4128,4.128,9.20542635658915,0,0,FALSE,3.0340445541536
"2917","YIL160C",11,11,0,0,0,2,9,0,9,2,0,"synonymous_variant;missense_variant",NA,NA,"IX",11,1254,1.254,8.7719298245614,0,0,FALSE,2.96174438879546
"2918","YIL161W",5,5,0,0,0,3,1,0,2,3,0,"missense_variant;synonymous_variant;splice_region_variant&stop_retained_variant",NA,NA,"IX",5,708,0.708,7.06214689265537,0,0,FALSE,2.65747001726367
"2919","YIL162W",101,101,0,0,0,25,76,0,76,25,0,"missense_variant;synonymous_variant",NA,NA,"IX",101,1599,1.599,63.1644777986241,0,0,FALSE,7.94760830681936
"2920","YIL163C",6,6,0,0,0,6,0,0,0,6,0,"missense_variant",NA,NA,"IX",6,354,0.354,16.9491525423729,0,0,FALSE,4.11693484796309
"2921","YIL164C",6,6,0,0,0,0,5,0,5,0,1,"stop_lost&splice_region_variant;synonymous_variant",NA,NA,"IX",6,600,0.6,10,0,0,FALSE,3.16227766016838
"2922","YIL165C",7,7,0,0,0,2,5,0,5,2,0,"synonymous_variant;missense_variant",NA,NA,"IX",7,360,0.36,19.4444444444444,0,0,FALSE,4.40958551844098
"2923","YIL166C",61,13,0,48,0,1,12,48,12,1,0,"synonymous_variant;missense_variant;upstream_gene_variant",996,3,"IX",13,1629,1.629,7.98035604665439,3.69230769230769,6.01476923076923,FALSE,2.82495239723688
"2924","YIL168W",1,1,0,0,0,0,0,0,1,0,0,"splice_region_variant&non_coding_transcript_exon_variant",NA,NA,"IX",1,NA,NA,NA,0,NA,FALSE,NA
"2925","YIL169C",77,39,0,38,0,12,27,38,27,12,0,"missense_variant;synonymous_variant;upstream_gene_variant",993,94,"IX",39,2988,2.988,13.0522088353414,0.974358974358974,2.91138461538462,FALSE,3.6127840836869
"2926","YIR001C",3,3,0,0,0,1,1,0,2,1,0,"splice_region_variant&stop_retained_variant;missense_variant;synonymous_variant",NA,NA,"IX",3,753,0.753,3.98406374501992,0,0,FALSE,1.9960119601395
"2927","YIR002C",15,15,0,0,0,7,8,0,8,7,0,"missense_variant;synonymous_variant",NA,NA,"IX",15,2982,2.982,5.03018108651911,0,0,FALSE,2.24280652008128
"2928","YIR003W",20,20,0,0,0,14,6,0,6,14,0,"synonymous_variant;missense_variant",NA,NA,"IX",20,2040,2.04,9.80392156862745,0,0,FALSE,3.13112145542575
"2929","YIR004W",5,5,0,0,0,2,3,0,3,2,0,"missense_variant;synonymous_variant",NA,NA,"IX",5,1299,1.299,3.84911470361817,0,0,FALSE,1.96191607965738
"2930","YIR005W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"IX",1,447,0.447,2.23713646532438,0,0,FALSE,1.49570600898853
"2931","YIR006C",19,14,0,5,0,4,10,5,10,4,0,"synonymous_variant;missense_variant;upstream_gene_variant",749,428,"IX",14,4443,4.443,3.15102408282692,0.357142857142857,1.58678571428571,FALSE,1.77511241413802
"2932","YIR007W",14,14,0,0,0,2,12,0,12,2,0,"synonymous_variant;missense_variant",NA,NA,"IX",14,2295,2.295,6.10021786492375,0,0,FALSE,2.46986191211649
"2933","YIR008C",13,8,0,5,0,2,6,5,6,2,0,"synonymous_variant;missense_variant;upstream_gene_variant",973,686,"IX",8,1230,1.23,6.50406504065041,0.625,0.76875,FALSE,2.55030685225335
"2934","YIR010W",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"IX",3,1731,1.731,1.73310225303293,0,0,FALSE,1.31647341523972
"2935","YIR011C",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"IX",3,960,0.96,3.125,0,0,FALSE,1.76776695296637
"2936","YIR012W",8,8,0,0,0,2,6,0,6,2,0,"missense_variant;synonymous_variant",NA,NA,"IX",8,1296,1.296,6.17283950617284,0,0,FALSE,2.48451997499977
"2937","YIR013C",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"IX",3,366,0.366,8.19672131147541,0,0,FALSE,2.86299167156934
"2938","YIR014W",5,5,0,0,0,3,2,0,2,3,0,"synonymous_variant;missense_variant",NA,NA,"IX",5,729,0.729,6.85871056241427,0,0,FALSE,2.61891400439462
"2939","YIR015W",5,5,0,0,0,0,5,0,5,0,0,"synonymous_variant",NA,NA,"IX",5,435,0.435,11.4942528735632,0,0,FALSE,3.39031751810405
"2940","YIR016W",13,13,0,0,0,7,6,0,6,7,0,"synonymous_variant;missense_variant",NA,NA,"IX",13,798,0.798,16.2907268170426,0,0,FALSE,4.03617725292666
"2941","YIR017C",1,1,0,0,0,0,0,0,0,0,1,"start_lost",NA,NA,"IX",1,564,0.564,1.77304964539007,0,0,FALSE,1.33155910322827
"2942","YIR017W-A",1,1,0,0,0,0,0,0,0,0,1,"stop_gained",NA,NA,"IX",1,NA,NA,NA,0,NA,FALSE,NA
"2943","YIR018C-A",3,3,0,0,0,3,0,0,0,3,0,"missense_variant",NA,NA,"IX",3,138,0.138,21.7391304347826,0,0,FALSE,4.66252404120157
"2944","YIR018W",4,4,0,0,0,2,2,0,2,2,0,"synonymous_variant;missense_variant",NA,NA,"IX",4,738,0.738,5.42005420054201,0,0,FALSE,2.32810098589859
"2945","YIR019C",59,43,0,16,0,27,16,16,16,27,0,"missense_variant;synonymous_variant;upstream_gene_variant",976,63,"IX",43,4104,4.104,10.4775828460039,0.372093023255814,1.52706976744186,FALSE,3.23690945903711
"2946","YIR020C",4,4,0,0,0,4,0,0,0,4,0,"missense_variant",NA,NA,"IX",4,303,0.303,13.2013201320132,0,0,FALSE,3.6333620975638
"2947","YIR020C-B",12,12,0,0,0,4,7,0,7,4,1,"synonymous_variant;missense_variant;stop_gained",NA,NA,"IX",12,NA,NA,NA,0,NA,FALSE,NA
"2948","YIR020W-A",8,8,0,0,0,6,2,0,2,6,0,"synonymous_variant;missense_variant",NA,NA,"IX",8,NA,NA,NA,0,NA,FALSE,NA
"2949","YIR021W",9,9,0,0,0,4,5,0,5,4,0,"synonymous_variant;missense_variant",NA,NA,"IX",9,1092,1.092,8.24175824175824,0,0,FALSE,2.87084625881607
"2950","YIR021W-A",4,4,0,0,0,3,1,0,1,3,0,"missense_variant;synonymous_variant",NA,NA,"IX",4,213,0.213,18.7793427230047,0,0,FALSE,4.33351390017439
"2951","YIR022W",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"IX",4,504,0.504,7.93650793650794,0,0,FALSE,2.81718084909506
"2952","YIR023C-A",4,0,0,4,0,0,0,4,0,0,0,"upstream_gene_variant",932,804,"IX",0,NA,NA,NA,NA,NA,FALSE,NA
"2953","YIR023W",16,16,0,0,0,4,12,0,12,4,0,"missense_variant;synonymous_variant",NA,NA,"IX",16,2913,2.913,5.49261929282527,0,0,FALSE,2.34363377958786
"2954","YIR024C",7,7,0,0,0,3,4,0,4,3,0,"synonymous_variant;missense_variant",NA,NA,"IX",7,651,0.651,10.752688172043,0,0,FALSE,3.27912917891976
"2955","YIR025W",12,12,0,0,0,3,9,0,9,3,0,"synonymous_variant;missense_variant",NA,NA,"IX",12,1107,1.107,10.840108401084,0,0,FALSE,3.29243198883197
"2956","YIR026C",11,11,0,0,0,2,9,0,9,2,0,"missense_variant;synonymous_variant",NA,NA,"IX",11,1095,1.095,10.0456621004566,0,0,FALSE,3.16948924914672
"2957","YIR027C",11,11,0,0,0,4,7,0,7,4,0,"missense_variant;synonymous_variant",NA,NA,"IX",11,1383,1.383,7.95372378886479,0,0,FALSE,2.82023470457067
"2958","YIR028W",19,19,0,0,0,3,16,0,16,3,0,"synonymous_variant;missense_variant",NA,NA,"IX",19,1908,1.908,9.958071278826,0,0,FALSE,3.15564118347223
"2959","YIR029W",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"IX",4,1032,1.032,3.87596899224806,0,0,FALSE,1.96874807739539
"2960","YIR030C",11,11,0,0,0,4,7,0,7,4,0,"synonymous_variant;missense_variant",NA,NA,"IX",11,735,0.735,14.9659863945578,0,0,FALSE,3.86858971649331
"2961","YIR031C",6,6,0,0,0,2,4,0,4,2,0,"synonymous_variant;missense_variant",NA,NA,"IX",6,1665,1.665,3.6036036036036,0,0,FALSE,1.898315991505
"2962","YIR032C",4,4,0,0,0,2,2,0,2,2,0,"synonymous_variant;missense_variant",NA,NA,"IX",4,588,0.588,6.80272108843537,0,0,FALSE,2.60820265478651
"2963","YIR033W",19,19,0,0,0,6,13,0,13,6,0,"synonymous_variant;missense_variant",NA,NA,"IX",19,3342,3.342,5.6852184320766,0,0,FALSE,2.38436960894837
"2964","YIR034C",15,11,0,4,0,1,10,4,10,1,0,"synonymous_variant;missense_variant;upstream_gene_variant",183,52,"IX",11,1122,1.122,9.80392156862745,0.363636363636364,0.408,FALSE,3.13112145542575
"2965","YIR035C",5,5,0,0,0,2,3,0,3,2,0,"synonymous_variant;missense_variant",NA,NA,"IX",5,765,0.765,6.5359477124183,0,0,FALSE,2.55654996282457
"2966","YIR036C",4,4,0,0,0,2,2,0,2,2,0,"synonymous_variant;missense_variant",NA,NA,"IX",4,792,0.792,5.05050505050505,0,0,FALSE,2.24733287487747
"2967","YIR036W-A",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"IX",3,NA,NA,NA,0,NA,FALSE,NA
"2968","YIR037W",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"IX",3,492,0.492,6.09756097560976,0,0,FALSE,2.46932399162397
"2969","YIR038C",5,5,0,0,0,1,4,0,4,1,0,"missense_variant;synonymous_variant",NA,NA,"IX",5,705,0.705,7.09219858156028,0,0,FALSE,2.66311820645654
"2970","YIR039C",52,18,0,34,0,6,12,34,12,6,0,"synonymous_variant;missense_variant;upstream_gene_variant",961,128,"IX",18,1614,1.614,11.1524163568773,1.88888888888889,3.04866666666667,FALSE,3.33952337271014
"2971","YIR040C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"IX",1,NA,NA,NA,0,NA,FALSE,NA
"2972","YIR042C",43,43,0,0,0,20,23,0,23,20,0,"synonymous_variant;missense_variant",NA,NA,"IX",43,711,0.711,60.478199718706,0,0,FALSE,7.77677309163036
"2973","YIR044C",1,1,0,0,0,0,0,0,1,0,0,"splice_region_variant&non_coding_transcript_exon_variant",NA,NA,"IX",1,NA,NA,NA,0,NA,FALSE,NA
"2974","YJL001W",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"X",2,764,0.764,2.61780104712042,0,0,FALSE,1.61796200422643
"2975","YJL002C",8,8,0,0,0,4,4,0,4,4,0,"missense_variant;synonymous_variant",NA,NA,"X",8,1431,1.431,5.59049615653389,0,0,FALSE,2.36442300710636
"2976","YJL004C",5,3,0,2,0,2,1,2,1,2,0,"missense_variant;synonymous_variant;upstream_gene_variant",872,378,"X",3,612,0.612,4.90196078431373,0.666666666666667,0.408,FALSE,2.21403721385024
"2977","YJL005W",33,33,0,0,0,12,21,0,21,12,0,"synonymous_variant;missense_variant",NA,NA,"X",33,6081,6.081,5.42673902318698,0,0,FALSE,2.32953622491409
"2978","YJL006C",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"X",3,972,0.972,3.08641975308642,0,0,FALSE,1.75682092231577
"2979","YJL007C",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"X",2,315,0.315,6.34920634920635,0,0,FALSE,2.51976315339485
"2980","YJL008C",6,6,0,0,0,1,5,0,5,1,0,"synonymous_variant;missense_variant",NA,NA,"X",6,1707,1.707,3.51493848857645,0,0,FALSE,1.87481692134898
"2981","YJL009W",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"X",2,NA,NA,NA,0,NA,FALSE,NA
"2982","YJL010C",7,7,0,0,0,2,5,0,5,2,0,"missense_variant;synonymous_variant",NA,NA,"X",7,2001,2.001,3.49825087456272,0,0,FALSE,1.87036116153077
"2983","YJL012C",7,7,0,0,0,1,6,0,6,1,0,"synonymous_variant;missense_variant",NA,NA,"X",7,2166,2.166,3.23176361957525,0,0,FALSE,1.79771066069467
"2984","YJL013C",17,17,0,0,0,9,8,0,8,9,0,"missense_variant;synonymous_variant",NA,NA,"X",17,1548,1.548,10.9819121447028,0,0,FALSE,3.31389682167427
"2985","YJL014W",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"X",3,1605,1.605,1.86915887850467,0,0,FALSE,1.36717185404933
"2986","YJL015C",2,0,0,2,0,0,0,2,0,0,0,"upstream_gene_variant",109,17,"X",0,NA,NA,NA,NA,NA,FALSE,NA
"2987","YJL016W",11,11,0,0,0,2,9,0,9,2,0,"missense_variant;synonymous_variant",NA,NA,"X",11,1686,1.686,6.52431791221827,0,0,FALSE,2.55427443948732
"2988","YJL019W",7,7,0,0,0,3,4,0,4,3,0,"synonymous_variant;missense_variant",NA,NA,"X",7,2049,2.049,3.41630063445583,0,0,FALSE,1.84832373637732
"2989","YJL020C",27,27,0,0,0,15,12,0,12,15,0,"synonymous_variant;missense_variant",NA,NA,"X",27,3474,3.474,7.7720207253886,0,0,FALSE,2.78783441498748
"2990","YJL022W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"X",1,NA,NA,NA,0,NA,FALSE,NA
"2991","YJL023C",8,8,0,0,0,6,2,0,2,6,0,"missense_variant;synonymous_variant",NA,NA,"X",8,1044,1.044,7.66283524904215,0,0,FALSE,2.76818266179133
"2992","YJL024C",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"X",2,662,0.662,3.02114803625378,0,0,FALSE,1.7381449986275
"2993","YJL025W",11,11,0,0,0,5,6,0,6,5,0,"missense_variant;synonymous_variant",NA,NA,"X",11,1545,1.545,7.11974110032363,0,0,FALSE,2.66828429900632
"2994","YJL026W",6,6,0,0,0,1,5,0,5,1,0,"synonymous_variant;missense_variant",NA,NA,"X",6,1200,1.2,5,0,0,FALSE,2.23606797749979
"2995","YJL027C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"X",1,417,0.417,2.39808153477218,0,0,FALSE,1.54857403270628
"2996","YJL028W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"X",1,336,0.336,2.97619047619048,0,0,FALSE,1.72516389835589
"2997","YJL029C",20,20,0,0,0,3,17,0,17,3,0,"synonymous_variant;missense_variant",NA,NA,"X",20,2469,2.469,8.10044552450385,0,0,FALSE,2.84612816375227
"2998","YJL030W",10,7,0,3,0,0,7,3,7,0,0,"upstream_gene_variant;synonymous_variant",276,238,"X",7,591,0.591,11.844331641286,0.428571428571429,0.253285714285714,FALSE,3.44155947809797
"2999","YJL031C",4,1,0,3,0,1,0,3,0,1,0,"missense_variant;upstream_gene_variant",837,199,"X",1,1071,1.071,0.933706816059757,3,3.213,FALSE,0.966285059420747
"3000","YJL032W",7,4,0,3,0,2,2,3,2,2,0,"upstream_gene_variant;synonymous_variant;missense_variant",181,52,"X",4,NA,NA,NA,0.75,NA,FALSE,NA
"3001","YJL033W",23,23,0,0,0,6,17,0,17,6,0,"missense_variant;synonymous_variant",NA,NA,"X",23,2313,2.313,9.94379593601383,0,0,FALSE,3.15337849552093
"3002","YJL034W",8,8,0,0,0,1,7,0,7,1,0,"synonymous_variant;missense_variant",NA,NA,"X",8,2049,2.049,3.90434358223524,0,0,FALSE,1.97594118896166
"3003","YJL035C",13,9,0,4,0,4,5,4,5,4,0,"missense_variant;synonymous_variant;upstream_gene_variant",119,22,"X",9,753,0.753,11.9521912350598,0.444444444444444,0.334666666666667,FALSE,3.45719412747675
"3004","YJL036W",7,7,0,0,0,1,6,0,6,1,0,"synonymous_variant;missense_variant",NA,NA,"X",7,1272,1.272,5.50314465408805,0,0,FALSE,2.3458782266111
"3005","YJL037W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"X",1,675,0.675,1.48148148148148,0,0,TRUE,1.21716123890037
"3006","YJL038C",6,6,0,0,0,3,2,0,3,3,0,"splice_region_variant&stop_retained_variant;synonymous_variant;missense_variant",NA,NA,"X",6,660,0.66,9.09090909090909,0,0,FALSE,3.01511344577764
"3007","YJL039C",38,25,0,13,0,7,18,13,18,7,0,"synonymous_variant;missense_variant;upstream_gene_variant",900,397,"X",25,5052,5.052,4.94853523357086,0.52,2.62704,FALSE,2.22453033999783
"3008","YJL041W",23,23,0,0,0,19,0,0,0,19,4,"missense_variant;stop_gained;stop_lost",NA,NA,"X",23,2590,2.59,8.88030888030888,0,0,FALSE,2.979984711422
