# Program:featureCounts v1.6.3; Command:"featureCounts" "-F" "GFF" "-t" "mRNA" "-g" "Parent" "-s" "1" "-a" "yeast.2023.mRNA.sgd.gff" "-o" "gene_count_matrix.txt" "RNAseq_OLD_rep01.bam" "RNAseq_OLD_rep02.bam" "RNAseq_OLD_rep03.bam" "RNAseq_OLD_rep04.bam" "RNAseq_OLD_rep05.bam" "RNAseq_OLD_rep06.bam" "RNAseq_OLD_rep07.bam" "RNAseq_OLD_rep08.bam" "RNAseq_OLD_rep09.bam" "RNAseq_OLD_rep10.bam" "RNAseq_OLD_rep11.bam" "RNAseq_OLD_rep12.bam" "RNAseq_YOUNG_rep01.bam" "RNAseq_YOUNG_rep02.bam" "RNAseq_YOUNG_rep03.bam" "RNAseq_YOUNG_rep04.bam" "RNAseq_YOUNG_rep05.bam" "RNAseq_YOUNG_rep06.bam" "RNAseq_YOUNG_rep07.bam" "RNAseq_YOUNG_rep08.bam" "RNAseq_YOUNG_rep09.bam" "RNAseq_YOUNG_rep10.bam" "RNAseq_YOUNG_rep11.bam" "RNAseq_YOUNG_rep12.bam" 
Geneid	Chr	Start	End	Strand	Length	RNAseq_OLD_rep01.bam	RNAseq_OLD_rep02.bam	RNAseq_OLD_rep03.bam	RNAseq_OLD_rep04.bam	RNAseq_OLD_rep05.bam	RNAseq_OLD_rep06.bam	RNAseq_OLD_rep07.bam	RNAseq_OLD_rep08.bam	RNAseq_OLD_rep09.bam	RNAseq_OLD_rep10.bam	RNAseq_OLD_rep11.bam	RNAseq_OLD_rep12.bam	RNAseq_YOUNG_rep01.bam	RNAseq_YOUNG_rep02.bam	RNAseq_YOUNG_rep03.bam	RNAseq_YOUNG_rep04.bam	RNAseq_YOUNG_rep05.bam	RNAseq_YOUNG_rep06.bam	RNAseq_YOUNG_rep07.bam	RNAseq_YOUNG_rep08.bam	RNAseq_YOUNG_rep09.bam	RNAseq_YOUNG_rep10.bam	RNAseq_YOUNG_rep11.bam	RNAseq_YOUNG_rep12.bam
YJL133W	chrX;chrX	160375;160452	161704;161732	+;+	1358	872	900	1060	1006	1161	805	696	708	625	784	1084	667	717	1016	669	1264	730	803	1260	1056	1206	1033	866	772
YJL132W	chrX;chrX	161892;161892	164304;164317	+;+	2426	42	82	63	46	32	38	36	37	14	21	13	18	24	68	36	25	28	44	30	52	32	25	54	39
YJL131C	chrX	163884	165374	-	1491	637	618	794	732	748	838	926	675	381	344	855	596	688	909	514	821	457	645	886	792	999	916	767	756
YJL130C	chrX	165723	172752	-	7030	9723	9654	7207	9438	5883	13752	3884	7904	6143	12884	11454	10617	17259	22405	16645	10407	16368	10153	8629	7317	12291	11425	8112	5129
YJL129C	chrX	173599	177306	-	3708	1265	1359	1316	1629	1253	1253	1217	741	543	803	1067	980	1524	1783	977	1541	913	1020	1166	1029	1130	947	825	735
YJL128C	chrX;chrX	177866;177900	180324;180324	-;-	2459	882	1019	1126	1276	1001	1074	1448	1128	660	828	1378	1053	1031	1343	960	1277	685	981	1280	1059	1549	1181	1127	1121
YJL127W-A	chrX	180194	180310	+	117	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL127C-B	chrX;chrX	181275;181307	182474;183844	-;-	2570	1394	1906	1299	1519	1630	1702	2158	1483	1169	1233	1518	1409	1640	2038	1741	1355	1627	1454	1481	1330	1649	1477	1399	1310
YJL127C	chrX	181823	184301	-	2479	16	45	28	30	17	20	58	16	10	27	15	8	33	34	38	17	26	22	24	7	16	20	19	37
YJL126W	chrX;chrX	183645;184427	185545;185567	+;+	1923	112	91	106	87	121	133	29	127	37	119	103	96	120	168	100	117	89	84	115	86	61	78	94	53
YJL125C	chrX;chrX	185394;185402	186731;186731	-;-	1338	485	375	609	690	828	625	357	638	637	544	873	721	731	814	596	927	410	765	900	788	945	750	556	465
YJL124C	chrX;chrX	186813;186911	187816;188277	-;-	1465	3520	3053	4828	4301	4460	4662	4151	5247	3455	3021	5451	4293	5052	6278	4571	5380	3535	4323	5783	5284	6604	4912	4783	4683
YJL123C	chrX;chrX	187830;187887	190308;189484	-;-	2479	1292	1203	1413	1490	1479	1640	926	1051	588	1366	1409	1497	1541	1925	1087	1681	851	1191	1414	928	1199	1261	1036	797
YJL122W	chrX;chrX	189243;189668	190383;190398	+;+	1156	3725	3915	5689	6381	4667	4298	5350	4068	2985	1963	4490	3009	5092	6304	4138	7094	3390	5008	6537	5614	5984	3776	3726	3649
YJL121C	chrX;chrX	190308;190308	191449;191546	-;-	1239	3144	3494	3870	3988	3160	4617	4727	4373	2770	3067	4756	3195	4222	5538	3606	4745	3635	3468	5207	4248	4804	4247	4273	3328
YJL120W	chrX	190323	191698	+	1376	9	6	1	0	19	1	6	0	5	0	12	1	0	7	3	7	14	0	1	3	2	0	1	0
YJL119C	chrX;chrX	191150;191159	192292;192343	-;-	1194	6	13	33	23	14	35	6	10	17	26	32	17	42	30	19	21	32	30	26	23	14	27	40	36
YJL118W	chrX;chrX	191384;191624	192469;192466	+;+	1086	484	423	670	779	532	717	765	850	446	369	833	428	683	699	547	810	468	641	1198	1003	800	685	893	714
YJL117W	chrX	192441	193808	+	1368	1603	1798	2175	2234	2493	2012	1884	2717	1347	2198	3046	2440	2327	2950	1960	2412	1665	1928	2155	1702	2260	2169	2038	1639
YJL116C	chrX;chrX	193495;193546	195090;195086	-;-	1596	186	134	165	149	229	122	158	171	154	94	238	148	159	149	123	205	115	193	254	121	164	161	200	143
YJL115W	chrX;chrX	195603;195629	197228;197228	+;+	1626	1266	1495	1210	1536	1541	1364	1050	1157	687	1658	1512	1705	1509	1661	1237	1565	1045	1194	1437	970	1319	1338	946	932
YJL112W	chrX;chrX	205257;205257	207599;207600	+;+	2344	561	696	655	878	618	673	467	568	307	663	863	589	617	849	520	820	493	573	814	496	694	663	657	515
YJL111W	chrX;chrX	207801;207816	209719;209896	+;+	2096	2201	2130	1912	2328	2555	2253	892	1381	1491	2108	1976	2017	2693	2883	2470	1820	2608	1795	1610	1201	1505	1539	1485	1141
YJL110C	chrX;chrX	209719;209793	211673;211675	-;-	1957	801	906	1162	1302	880	1101	864	1034	701	633	980	888	1039	1337	805	1380	663	1003	1087	940	1252	1023	922	810
YJL109C	chrX	212000	217309	-	5310	5685	6398	6480	7465	5790	5112	4540	4162	3607	3693	4583	3958	5993	7592	4700	7338	5180	4957	6595	5066	5941	4342	4147	3923
YJL108C	chrX;chrX	217474;217545	219184;219946	-;-	2473	79	78	61	113	99	85	32	85	32	88	88	56	92	110	68	105	74	64	75	63	85	107	68	44
YJL107C	chrX	218853	220016	-	1164	10	1	7	1	0	0	0	0	1	0	0	0	1	0	4	0	1	8	0	0	0	8	0	4
YJL106W	chrX;chrX	220604;220764	223422;223515	+;+	2912	143	125	144	144	120	126	134	41	47	43	101	52	142	240	101	108	61	98	105	139	188	79	103	123
YJL105W	chrX	225055	226737	+	1683	6	15	14	4	2	11	14	0	0	1	12	15	16	16	13	14	9	10	0	8	0	10	9	2
YJL104W	chrX;chrX	226920;226920	227938;227937	+;+	1019	1967	2091	2603	2666	2332	2466	2096	1980	972	1612	2272	1891	2161	2885	1600	2474	1517	1669	2417	1852	2202	2112	1789	1544
YJL103C	chrX;chrX	228831;228832	231085;231085	-;-	2255	109	105	130	78	101	67	76	77	43	146	138	50	156	110	126	85	152	76	41	67	125	73	48	64
YJL102W	chrX;chrX	231259;231259	233884;233875	+;+	2626	342	346	363	377	332	378	410	325	166	421	543	372	414	527	320	342	331	270	305	229	296	438	353	364
YJL101C	chrX;chrX	234002;234042	236494;236507	-;-	2506	550	726	549	760	735	515	755	454	445	736	788	513	528	519	399	515	508	463	664	494	665	484	523	411
YJL100W	chrX;chrX	236920;236920	239192;239167	+;+	2273	708	820	762	861	670	747	1135	910	784	909	937	854	838	870	766	759	718	781	990	841	969	956	1031	685
YJL099W	chrX	239414	241654	+	2241	186	231	168	228	164	273	178	108	86	163	166	193	204	279	169	202	198	164	107	203	179	161	149	151
YJL098W	chrX	241374	245316	+	3943	1069	1313	1393	1691	1779	1221	1464	1477	1359	1540	1646	1855	1473	1769	1496	2392	1094	1778	1824	1557	1791	1537	1517	1512
YJL097W	chrX;chrX	245490;245500	246339;246333	+;+	850	45	30	71	45	103	167	59	232	112	95	209	114	172	242	187	79	91	83	120	97	188	235	100	44
YJL096W	chrX;chrX	246144;246410	247040;247066	+;+	923	1068	1069	1135	1407	1468	1189	1204	1031	741	1042	1258	1317	1104	1206	1035	1254	780	995	1283	1125	1253	1194	1084	1033
YJL095W	chrX	247255	251691	+	4437	362	429	356	432	350	489	320	346	211	273	404	334	437	719	327	397	318	321	516	293	407	430	389	336
YJL094C	chrX;chrX	251658;251680	254487;254490	-;-	2833	421	414	402	414	372	446	301	235	135	265	303	205	450	526	322	328	333	233	402	242	279	284	228	174
YJL093C	chrX	254737	256812	-	2076	74	89	117	124	95	202	72	102	59	101	63	96	144	168	101	102	111	103	128	38	130	99	81	72
YJL092W	chrX	257239	261110	+	3872	767	842	725	784	543	662	850	615	346	648	824	685	729	854	680	927	622	635	828	467	600	710	624	654
YJL091C	chrX;chrX	260533;260677	262560;262569	-;-	2037	630	659	663	669	469	776	559	561	327	683	718	648	630	851	481	615	478	513	661	518	574	508	462	461
YJL090C	chrX;chrX	262674;262689	265096;265086	-;-	2423	457	418	497	566	472	442	389	291	187	228	314	276	491	528	313	493	299	376	387	423	455	287	334	355
YJL089W	chrX	265926	268415	+	2490	11	26	33	15	20	16	3	13	10	8	8	16	24	43	9	14	6	21	0	11	15	17	4	29
YJL088W	chrX;chrX	268777;268777	270047;269895	+;+	1271	220	171	235	235	179	185	74	179	194	166	269	154	290	342	250	242	158	230	306	271	358	290	216	179
YJL087C	chrX;chrX	269795;269795	272576;272610	-;-	2816	585	704	869	841	772	723	606	590	415	344	710	497	683	1070	668	994	551	711	951	721	832	662	569	447
YJL086C	chrX	272478	272846	-	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL085W	chrX	272755	274812	+	2058	414	455	562	550	489	428	479	569	315	387	700	460	430	502	313	643	339	442	642	568	663	554	498	445
YJL084C	chrX;chrX	274703;274717	278143;278115	-;-	3441	1006	1144	1155	1292	1182	1171	1277	935	657	936	1311	923	1202	1447	1051	1477	825	1104	1336	1105	1176	945	1001	906
YJL083W	chrX;chrX	278337;278774	281109;281027	+;+	2773	324	359	403	358	240	406	456	282	161	268	489	287	364	498	297	461	243	390	435	292	372	358	379	289
YJL082W	chrX	281069	283598	+	2530	314	285	225	232	273	282	228	130	89	180	266	164	271	266	211	241	303	215	181	161	120	222	200	172
YJL081C	chrX;chrX	283397;283483	285294;285337	-;-	1941	907	969	1166	999	925	1175	819	897	688	965	1208	882	1251	1714	1144	1278	1143	1024	1131	789	1009	1042	1000	949
YJL080C	chrX;chrX	285428;285449	289438;289412	-;-	4011	5904	5046	4880	5263	5182	6079	2103	3550	2644	5362	5953	3915	5428	6719	4449	5433	5477	3595	5224	3603	4610	4329	3620	2983
YJL079C	chrX;chrX	289691;289691	291058;291056	-;-	1368	477	319	472	388	442	487	216	236	163	233	365	198	444	416	260	455	290	269	385	189	253	250	179	143
YJL078C	chrX;chrX	290970;290976	294062;294087	-;-	3118	1109	1409	986	835	583	930	253	424	298	476	537	452	755	1178	634	1087	687	522	620	467	589	469	459	326
YJL077W-B	chrX;chrX	291598;292044	294210;294320	+;+	2723	16	35	23	30	19	29	26	0	8	30	27	9	13	12	20	38	21	16	19	1	2	19	12	4
YJL077C	chrX	294666	295061	-	396	0	6	0	0	0	0	12	4	3	1	0	0	0	0	0	3	0	4	0	0	0	0	0	0
YJL077W-A	chrX;chrX	294142;294467	295051;295059	+;+	918	71	124	112	123	86	173	151	53	63	89	116	100	103	153	58	153	91	105	72	93	105	95	57	58
YJL076W	chrX;chrX	295208;295226	298985;299008	+;+	3801	3754	3895	3531	3810	3009	3303	2142	2132	1190	2632	3056	2767	3559	4538	2893	4126	2731	2545	2682	2108	2977	2612	2111	1720
YJL075C	chrX	298460	298876	-	417	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	3	0	0	0	0
YJL074C	chrX	299157	302849	-	3693	864	835	930	1000	837	1101	690	786	512	956	1072	944	1093	1380	780	1020	710	687	1015	830	1115	1042	748	571
YJL073W	chrX	303061	305205	+	2145	750	828	766	807	614	1108	878	729	423	457	908	621	789	1108	628	956	518	698	845	781	965	917	848	826
YJL072C	chrX;chrX	304627;305058	305915;306452	-;-	1826	567	550	706	753	517	629	893	1003	530	601	931	693	618	863	484	881	434	670	1093	872	1098	1017	1025	764
YJL071W	chrX;chrX	306020;306039	307962;307975	+;+	1956	300	217	231	270	201	223	160	240	189	308	368	356	299	364	288	314	270	310	242	243	288	254	212	196
YJL070C	chrX;chrX	307871;307889	310676;310683	-;-	2813	214	185	147	169	168	175	101	163	46	146	223	122	214	263	114	147	154	146	127	77	154	138	155	69
YJL069C	chrX;chrX	310812;310833	312728;312747	-;-	1936	811	733	745	1169	1052	848	210	470	552	803	714	769	895	1194	915	1171	788	785	949	728	789	621	576	490
YJL068C	chrX;chrX	312774;312842	313979;313966	-;-	1206	322	363	296	318	224	437	214	215	161	418	334	318	444	477	322	284	335	276	312	253	217	358	274	256
YJL067W	chrX	314084	314434	+	351	6	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0
YJL066C	chrX;chrX	313832;313900	314910;315043	-;-	1212	309	398	257	271	214	333	386	215	103	311	252	266	325	374	291	219	305	226	240	172	225	281	246	234
YJL065C	chrX;chrX	314500;314939	315568;316326	-;-	1827	168	61	140	169	155	162	50	195	100	59	178	95	163	225	107	207	55	120	175	162	177	179	186	138
YJL064W	chrX	315175	315570	+	396	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0
YJL063C	chrX;chrX	315680;315680	316724;316827	-;-	1148	1	5	6	10	0	2	9	0	1	0	7	0	0	1	3	0	1	0	1	0	0	0	11	1
YJL062W-A	chrX;chrX	316682;316697	317272;317269	+;+	591	1148	986	1070	1147	1274	1441	1369	1381	1297	1043	1595	1071	1325	1376	1216	1252	1360	1144	1584	1298	1292	1829	1646	1419
YJL062W	chrX;chrX	317235;317252	319865;319869	+;+	2635	628	517	582	613	479	732	389	644	261	673	766	625	718	855	493	693	513	559	773	592	658	639	591	556
YJL061W	chrX;chrX	319968;319976	322441;323220	+;+	3253	1701	1745	2051	2104	1893	1716	2492	1551	1206	1373	2021	1509	1782	2211	1439	2228	1323	1707	2186	1740	2273	1761	1847	1639
YJL060W	chrX;chrX	323312;323327	324828;324848	+;+	1537	274	86	321	310	305	622	60	550	331	413	566	511	655	683	528	359	351	359	483	419	507	687	516	329
YJL059W	chrX;chrX	324909;324925	326275;326294	+;+	1386	121	159	200	155	131	183	273	213	132	193	267	157	176	215	122	128	113	109	303	156	180	243	201	174
YJL058C	chrX;chrX	326184;326212	327951;327906	-;-	1768	101	105	141	140	88	140	142	111	99	120	211	111	109	135	60	188	76	145	217	157	209	164	135	79
YJL057C	chrX;chrX	328036;328061	330211;330196	-;-	2176	253	248	259	220	199	303	159	244	89	163	405	199	241	320	236	226	228	130	316	147	214	205	215	181
YJL056C	chrX	330294	333136	-	2843	459	533	341	503	409	410	271	182	199	264	304	249	455	490	433	442	356	330	268	267	303	176	287	276
YJL055W	chrX;chrX	332954;332990	334147;334155	+;+	1202	1178	1329	1306	1422	1219	1748	1003	888	478	987	1224	1058	1511	1975	1014	1145	1082	974	1181	701	1109	1232	953	862
YJL054W	chrX;chrX	334222;334222	335865;335881	+;+	1660	1425	1546	1495	1704	1489	1550	1470	1106	807	1171	1422	1257	1622	2019	1484	1795	1237	1421	1291	1106	1575	1255	1045	1065
YJL053W	chrX;chrX	335828;335841	337214;337275	+;+	1448	582	486	561	655	474	950	438	466	213	377	525	429	769	952	499	521	522	405	506	468	430	426	510	386
YJL052C-A	chrX	337884	338003	-	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL052W	chrX;chrX	338157;338197	339406;339471	+;+	1315	3253	2158	1868	1418	1316	6816	731	57	63	167	99	88	1540	1891	997	132	1865	107	189	183	197	102	119	93
YJL051W	chrX;chrX	339712;339712	342345;342470	+;+	2759	439	425	469	535	288	561	379	467	229	381	660	485	631	573	383	460	339	374	484	245	439	552	518	267
YJL050W	chrX;chrX	342452;342474	345802;345836	+;+	3385	4373	4989	4383	5019	4709	3784	2406	2544	2099	3136	3504	3219	4671	5766	3746	5384	3660	3616	3706	2793	3680	2696	2306	2131
YJL049W	chrX;chrX	345940;345950	347417;347414	+;+	1478	290	317	379	457	526	448	272	556	290	275	570	515	397	513	346	596	228	377	541	510	483	510	416	419
YJL048C	chrX;chrX	347194;347287	348729;348729	-;-	1536	91	117	65	110	78	116	51	113	69	77	134	123	146	149	166	52	142	77	114	67	113	128	59	69
YJL047C-A	chrX;chrX	348573;348640	349372;349356	-;-	800	658	666	597	610	619	325	1064	275	280	217	381	253	346	382	330	601	355	394	823	637	520	364	476	581
YJL047C	chrX	349504	352375	-	2872	427	551	450	516	410	554	489	485	254	366	512	375	486	533	382	516	429	363	453	422	454	391	452	347
YJL046W	chrX;chrX	352359;352383	353905;353905	+;+	1547	365	300	403	393	390	418	423	466	224	439	525	453	388	495	316	497	248	344	664	322	502	532	485	374
YJL045W	chrX	356002	358115	+	2114	33	10	16	30	37	25	6	5	15	6	9	28	5	15	13	12	12	7	16	34	29	16	13	8
YJL044C	chrX;chrX	357892;358039	359725;359755	-;-	1864	1148	1300	1487	1305	1235	1750	933	843	522	834	1149	993	1515	2234	1073	1508	1139	1021	1215	1049	1360	868	743	662
YJL043W	chrX	360060	361239	+	1180	7	23	6	12	12	11	6	16	14	4	4	13	9	2	14	13	14	4	6	4	4	8	12	0
YJL042W	chrX;chrX	361141;361181	365600;365598	+;+	4460	479	483	363	416	310	557	220	299	181	449	399	370	414	567	416	405	413	414	427	239	403	360	339	272
YJL041W	chrX;chrX	365660;365723	368510;368496	+;+	2851	1796	1481	2262	2222	1954	2355	1482	1861	1105	1322	2263	1757	2437	3382	1802	2411	1408	1711	2315	2058	2398	2123	1669	1505
YJL039C	chrX	368748	373799	-	5052	619	781	519	598	632	463	417	305	297	441	497	441	537	660	513	629	552	394	439	368	429	441	319	253
YJL038C	chrX;chrX	374957;375100	375860;375810	-;-	904	29	18	16	15	18	19	7	14	0	5	14	21	37	56	23	18	10	12	11	13	12	7	19	12
YJL037W	chrX	376662	377336	+	675	92	61	176	87	127	204	50	151	167	80	225	128	171	251	169	204	139	138	337	237	275	250	159	193
YJL036W	chrX;chrX	378698;378716	380366;380346	+;+	1669	558	405	451	631	531	844	560	760	404	445	673	521	751	892	642	550	542	411	595	627	757	700	656	503
YJL035C	chrX;chrX	380093;380098	381054;381054	-;-	962	243	111	226	253	336	245	82	239	129	219	309	223	236	280	234	275	156	169	229	213	270	307	218	208
YJL034W	chrX;chrX	381261;381289	383688;383764	+;+	2504	6740	6061	7605	8407	7510	14871	9192	15878	6244	8582	15613	12244	13869	16302	10283	8709	8375	8134	13984	11663	15065	22931	17079	13638
YJL033W	chrX;chrX	383801;383811	386230;386249	+;+	2449	5096	5822	5678	7177	6453	4898	3522	3182	3281	3760	4435	3848	6875	8218	5526	7440	5105	5298	5278	4235	5364	2948	2860	3005
YJL032W	chrX	386348	386662	+	315	34	26	21	18	14	19	4	5	2	9	4	16	22	36	24	6	19	14	11	3	23	20	1	12
YJL031C	chrX;chrX	386264;386266	387514;387549	-;-	1286	486	418	537	527	451	664	432	610	329	416	740	611	777	789	610	520	506	470	594	658	812	782	860	554
YJL030W	chrX;chrX	387397;387634	388260;389456	+;+	2060	744	788	899	849	856	1157	1131	1077	641	929	1316	1174	1070	1260	985	993	823	857	1147	1031	950	1196	1052	919
YJL029C	chrX;chrX	388285;388285	390956;390932	-;-	2672	933	1170	1220	1353	1264	1072	1104	931	681	1007	1293	1010	1210	1370	879	1149	899	939	1268	1005	1220	938	1098	806
YJL028W	chrX	391311	391646	+	336	12	11	5	2	0	0	13	0	0	0	1	2	8	1	4	0	0	5	4	0	0	3	8	0
YJL027C	chrX	391767	392725	-	959	43	55	18	40	53	19	33	9	22	13	15	8	27	19	14	16	23	22	17	11	14	15	12	11
YJL026W	chrX;chrX	392210;392212	393743;393762	+;+	1553	2818	2051	2810	2565	4203	6185	1753	4789	3303	2979	4798	3441	5424	5248	4855	3612	3964	2909	3999	3876	5145	4427	3801	2892
YJL026C-A	chrX	393066	393287	-	222	0	0	3	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL025W	chrX;chrX	393887;393887	395673;395801	+;+	1915	215	270	275	338	245	506	426	451	308	232	500	427	413	540	278	469	344	271	494	426	457	466	380	447
YJL024C	chrX;chrX	394411;395539	396634;396621	-;-	2224	809	538	683	801	731	989	510	856	538	859	1005	826	1040	1220	830	814	940	696	793	628	754	786	645	544
YJL023C	chrX;chrX	397198;397248	398415;398694	-;-	1497	250	274	263	334	336	427	435	261	161	231	326	274	339	359	213	317	174	259	324	313	450	297	338	343
YJL022W	chrX;chrX	397955;398010	398883;398892	+;+	938	29	50	76	72	17	71	76	62	29	45	59	49	39	72	56	66	66	59	79	86	48	51	64	28
YJL020C	chrX	398937	402410	-	3474	2258	2657	2126	2079	1584	2898	2254	1408	772	1992	1992	1815	2536	3447	2072	1947	1753	1691	1827	1379	1737	1979	1594	1399
YJL020W-A	chrX	400981	401238	+	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
YJL019W	chrX;chrX	402781;402794	405523;405523	+;+	2743	251	262	271	228	235	293	234	204	163	213	289	218	290	290	227	344	238	230	282	153	234	190	212	167
YJL016W	chrX;chrX	405309;405314	407400;407389	+;+	2092	1298	980	1286	1114	1177	813	751	426	254	401	559	450	838	863	536	835	701	561	784	630	737	398	548	401
YJL015C	chrX	407142	407426	-	285	1	6	1	0	0	0	0	3	0	4	0	2	8	0	0	1	0	0	0	1	1	5	0	0
YJL014W	chrX;chrX	407516;407516	409473;409471	+;+	1958	3457	4101	2743	3245	3407	3036	1729	1899	1633	3825	2807	2584	3281	4037	3102	3172	3854	2505	2281	1752	1973	2038	1995	1439
YJL013C	chrX	409493	411040	-	1548	245	212	349	331	252	282	196	246	140	214	312	217	264	414	175	283	168	278	252	234	259	340	284	187
YJL012C	chrX;chrX	411121;411163	413419;413492	-;-	2372	1140	815	1005	1052	2210	1237	446	1952	1585	3898	2795	2327	1649	1617	2145	1650	2310	1245	1633	998	1370	1819	1699	1339
YJL011C	chrX;chrX	413875;413875	414810;414821	-;-	947	727	674	681	861	1210	339	544	775	1045	669	951	927	496	528	533	1123	558	995	1060	1097	970	785	827	831
YJL010C	chrX;chrX	417421;417469	419596;419599	-;-	2179	2157	2265	3099	3596	3313	2177	1878	2050	1602	1668	2531	2031	2988	4082	2485	3923	1975	2844	3609	2705	3656	2190	2107	1914
YJL009W	chrX	419855	420181	+	327	0	0	2	6	7	1	2	2	0	6	0	0	0	10	1	0	1	3	3	5	0	0	4	3
YJL008C	chrX;chrX	419715;419718	421709;421706	-;-	1995	2277	2263	2091	2531	2285	2167	1435	1437	1428	1980	2084	1965	2633	3021	2205	2258	2231	2013	2081	1406	1751	1707	1358	1325
YJL007C	chrX	422698	423012	-	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL006C	chrX;chrX	423061;423085	424168;424184	-;-	1124	423	309	455	572	534	601	575	618	381	272	587	527	451	556	330	515	312	458	908	658	722	596	625	547
YJL005W	chrX	425157	431237	+	6081	476	530	395	439	346	816	454	363	146	231	417	230	613	902	545	403	426	270	403	305	369	416	349	305
YJL004C	chrX;chrX	431283;431307	432228;432574	-;-	1292	351	181	328	313	352	397	199	297	210	286	458	330	333	449	276	314	208	228	324	302	367	430	305	207
YJL003W	chrX;chrX	432417;432597	433278;433429	+;+	1013	396	353	428	428	387	836	363	654	372	479	846	588	607	771	607	566	463	383	683	552	784	900	671	495
YJL002C	chrX;chrX	433110;433110	434974;434731	-;-	1865	1615	933	1641	1569	2036	2680	426	1991	1344	1817	2221	1982	2580	2887	1936	1707	1862	1451	1973	1504	2026	2053	1766	1387
YJL001W	chrX;chrX	434798;434926	436040;436121	+;+	1324	2710	2246	2863	3115	2618	5012	2668	3195	1986	2771	4128	3052	4305	5346	3689	3067	3225	2546	3576	2986	3229	3900	3929	3144
YJR001W	chrX;chrX	436537;436727	438691;438741	+;+	2205	699	1109	636	754	573	734	468	489	449	997	774	799	776	927	787	897	831	558	784	587	600	617	594	494
YJR002W	chrX;chrX	438835;438835	441305;441018	+;+	2471	4328	4874	4833	5682	4977	4374	3264	2807	2060	3430	4118	3372	5146	6757	4146	5834	4049	4166	4468	3161	4228	2877	2732	2475
YJR003C	chrX;chrX	440839;440860	442575;442554	-;-	1737	1265	1538	1874	2249	1800	1568	1735	1433	1036	1026	1641	1176	1538	2137	1473	2282	1379	1698	2583	2296	2214	1594	1629	1667
YJR004C	chrX	442766	445678	-	2913	136	183	197	136	153	245	83	147	100	126	203	125	197	303	127	239	152	163	218	185	179	181	172	154
YJR005W	chrX;chrX	445866;445875	448321;448309	+;+	2456	557	498	764	700	720	780	514	742	328	416	862	568	786	876	491	758	334	518	861	810	903	845	687	515
YJR005C-A	chrX	448166	448781	-	616	16	31	35	50	21	12	130	162	30	59	79	105	61	71	60	49	44	36	76	39	54	160	73	109
YJR006W	chrX;chrX	449190;449201	450897;450769	+;+	1708	443	536	535	524	458	396	491	332	244	461	498	459	507	671	399	420	358	379	553	434	465	448	463	307
YJR007W	chrX;chrX	450882;450931	452113;452174	+;+	1293	8085	8516	10440	10428	10054	10934	9750	10675	7050	6350	11901	7605	12023	14554	10540	12080	9574	9184	13936	12079	13545	9752	9608	8468
YJR008W	chrX;chrX	452269;452317	453665;453660	+;+	1397	242	280	223	248	194	211	148	108	78	100	148	107	239	269	156	121	143	140	110	193	160	127	104	130
YJR009C	chrX;chrX	453545;453545	454953;454948	-;-	1409	51242	40865	50184	47452	51313	98765	34577	48798	28777	40933	65389	37527	65613	79997	58293	49067	61705	33171	63813	46851	52753	56477	57342	48110
YJR010W	chrX;chrX	456142;456155	457903;457903	+;+	1762	263	141	422	273	546	813	200	863	309	417	701	679	756	732	797	503	384	372	640	534	800	921	901	695
YJR010C-A	chrX;chrX	454730;454730	458553;458592	-;-	3863	80	70	79	66	128	100	75	178	94	66	126	113	96	105	132	85	88	61	120	111	131	118	84	63
YJR011C	chrX;chrX	458343;458565	459473;459654	-;-	1312	131	122	140	80	102	138	90	108	62	71	168	90	138	154	96	139	69	88	129	100	149	194	127	69
YJR012C	chrX	459795	460193	-	399	323	274	430	357	251	471	278	451	220	249	393	240	385	503	273	392	250	282	537	401	483	441	393	370
YJR013W	chrX;chrX	459765;459984	461687;461681	+;+	1923	21	15	38	30	18	31	35	41	20	44	40	59	48	39	29	34	25	41	54	19	28	41	38	25
YJR014W	chrX;chrX	461350;461398	462631;462775	+;+	1426	6156	7211	6928	7782	6263	6709	9367	6612	5099	4685	7386	5734	8526	9872	7097	8630	6397	7088	8638	6939	8130	6638	6886	6011
YJR015W	chrX;chrX	462541;462657	464387;464401	+;+	1861	31	43	28	47	72	49	13	72	38	61	56	33	53	79	70	47	68	41	68	58	52	88	43	30
YJR016C	chrX;chrX	464265;464288	466223;466272	-;-	2008	194	125	176	142	357	566	37	288	200	462	356	506	520	648	702	231	342	159	186	191	309	273	163	74
